athlete,club,city,state/province,country
"Annino, Nicole",College Of The Holy Cross,Worcester,Massachusetts,US
"Brickfield, Emma",College Of The Holy Cross,Worcester,Massachusetts,US
"Britko, Courtney",College Of The Holy Cross,Worcester,Massachusetts,US
"Carey, Bridgid",College Of The Holy Cross,Worcester,Massachusetts,US
"Diggins, Margaret",College Of The Holy Cross,Worcester,Massachusetts,US
"Gorrill, Elizabeth",College Of The Holy Cross,Worcester,Massachusetts,US
"Hynes, Colleen",College Of The Holy Cross,Worcester,Massachusetts,US
"Kumlander, Carissa",College Of The Holy Cross,Worcester,Massachusetts,US
"Laurendeau, Caroline",College Of The Holy Cross,Worcester,Massachusetts,US
"Magnozzi, Victoria",College Of The Holy Cross,Worcester,Massachusetts,US
"Murphy, Siobhan",College Of The Holy Cross,Worcester,Massachusetts,US
"Quinn, Caroline",College Of The Holy Cross,Worcester,Massachusetts,US
"Roy, Caroline",College Of The Holy Cross,Worcester,Massachusetts,US
"Salatas, Anastasia",College Of The Holy Cross,Worcester,Massachusetts,US
"Scott, Emilie",College Of The Holy Cross,Worcester,Massachusetts,US
"Tricomi, Grace",College Of The Holy Cross,Worcester,Massachusetts,US
"Zenk, Kayla",College Of The Holy Cross,Worcester,Massachusetts,US
"Glier, Halley",Clark University Crew,Worcester,Massachusetts,US
"Fisher, Sarah",Clark University Crew,Worcester,Massachusetts,US
"Jimenez-Maldonado, Jacqueline",Clark University Crew,Worcester,Massachusetts,US
"Keely, Cailyn",Clark University Crew,Worcester,Massachusetts,US
"Ladda, Emily",Clark University Crew,Worcester,Massachusetts,US
"Roscoe, Paige",Clark University Crew,Worcester,Massachusetts,US
"Warters, Lydia",Clark University Crew,Worcester,Massachusetts,US
"Wilson, Brooke",Clark University Crew,Worcester,Massachusetts,US
"Wolf, Zena",Clark University Crew,Worcester,Massachusetts,US
"Baker, David",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"Beckwith, paul",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"Bussey, Damon",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"Cole, Keegan",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"Doe, Paul",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"Foley, Matthew",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"Guida, Nicholas",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"Guida, Patrick",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"Harris, Norman",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"MacDonald, Jim",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"McGrath, Connor",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"O'Connor, Sam",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"Sperry, Joseph",Friends Of Wpi Rowing,Worcester,Massachusetts,US
"Beinor, Michael",Wpi Crew,Worcester,Massachusetts,US
"Bovich, David",Wpi Crew,Worcester,Massachusetts,US
"Cazier, Scott",Wpi Crew,Worcester,Massachusetts,US
"Cebry, Nick",Wpi Crew,Worcester,Massachusetts,US
"Danielson, Paul",Wpi Crew,Worcester,Massachusetts,US
"Doerner, Brede",Wpi Crew,Worcester,Massachusetts,US
"Eaton, Michael",Wpi Crew,Worcester,Massachusetts,US
"Esteve, Paul",Wpi Crew,Worcester,Massachusetts,US
"Estrella, Zachary",Wpi Crew,Worcester,Massachusetts,US
"Harding, Everett",Wpi Crew,Worcester,Massachusetts,US
"Hemingway, Jeremy",Wpi Crew,Worcester,Massachusetts,US
"Perry, John",Wpi Crew,Worcester,Massachusetts,US
"Pietrowicz, Nathan",Wpi Crew,Worcester,Massachusetts,US
"Regan, Kelsey",Wpi Crew,Worcester,Massachusetts,US
"Schifilliti, Dean",Wpi Crew,Worcester,Massachusetts,US
"Singer, Dan",Wpi Crew,Worcester,Massachusetts,US
"Terwilliger, Sarah",Wpi Crew,Worcester,Massachusetts,US
"Train, Keegan",Wpi Crew,Worcester,Massachusetts,US
"Li, Junchang",Xi'an Jiaotong University Rowing Club,Xi'an,Shaanxi,CN
"Liu, Hu",Xi'an Jiaotong University Rowing Club,Xi'an,Shaanxi,CN
"Sun, Bingkun",Xi'an Jiaotong University Rowing Club,Xi'an,Shaanxi,CN
"Wang, Zhiping",Xi'an Jiaotong University Rowing Club,Xi'an,Shaanxi,CN
"Xu, Zhirui",Xi'an Jiaotong University Rowing Club,Xi'an,Shaanxi,CN
"Zeng, Fangdi",Xi'an Jiaotong University Rowing Club,Xi'an,Shaanxi,CN
"Zhang, Tianjian",Xi'an Jiaotong University Rowing Club,Xi'an,Shaanxi,CN
"Zhang, Yuankai",Xi'an Jiaotong University Rowing Club,Xi'an,Shaanxi,CN
"Zhao, Xielin",Xi'an Jiaotong University Rowing Club,Xi'an,Shaanxi,CN
"Bell, Becky",Yarmouth Rowing Club,Yarmouth,Maine,US
"Beretich, Thomas",Yarmouth Rowing Club,Yarmouth,Maine,US
"Bowie, Renee",Yarmouth Rowing Club,Yarmouth,Maine,US
"Carson, Ann",Yarmouth Rowing Club,Yarmouth,Maine,US
"Clements, Tyler",Yarmouth Rowing Club,Yarmouth,Maine,US
"Coughlan, Christine",Yarmouth Rowing Club,Yarmouth,Maine,US
"Craford, John",Yarmouth Rowing Club,Yarmouth,Maine,US
"Ellett, Jackie",Yarmouth Rowing Club,Yarmouth,Maine,US
"finch, greg",Yarmouth Rowing Club,Yarmouth,Maine,US
"Finnegan, Karen",Yarmouth Rowing Club,Yarmouth,Maine,US
"Gounden, Louis",Yarmouth Rowing Club,Yarmouth,Maine,US
"Hornney, Scott",Yarmouth Rowing Club,Yarmouth,Maine,US
"Kuehnel, Kurt",Yarmouth Rowing Club,Yarmouth,Maine,US
"Maker, Andrea",Yarmouth Rowing Club,Yarmouth,Maine,US
"Martz, Nancy",Yarmouth Rowing Club,Yarmouth,Maine,US
"O'Connor, S. A.",Yarmouth Rowing Club,Yarmouth,Maine,US
"Osgood, Bart",Yarmouth Rowing Club,Yarmouth,Maine,US
"Poole, Charlie",Yarmouth Rowing Club,Yarmouth,Maine,US
"Smith, Amy",Yarmouth Rowing Club,Yarmouth,Maine,US
"Southard, Jennifer",Yarmouth Rowing Club,Yarmouth,Maine,US
"Stockly, Ayres",Yarmouth Rowing Club,Yarmouth,Maine,US
"Stockly, Catherine",Yarmouth Rowing Club,Yarmouth,Maine,US
"Tenney, Steven",Yarmouth Rowing Club,Yarmouth,Maine,US
"Thomas, Christian",Yarmouth Rowing Club,Yarmouth,Maine,US
"Ventre, Peter",Yarmouth Rowing Club,Yarmouth,Maine,US
"Westra, Steven",Yarmouth Rowing Club,Yarmouth,Maine,US
"Kraak, Marjan",Belvoir Ruderclub Zurich,Zurich,,CH
"Lohmann, Ulrike",Belvoir Ruderclub Zurich,Zurich,,CH
"Luethi, Carolina",Belvoir Ruderclub Zurich,Zurich,,CH
"Rapetti-Hunsicker, Suzanne",Belvoir Ruderclub Zurich,Zurich,,CH
"Rizzoli, Martina",Belvoir Ruderclub Zurich,Zurich,,CH
"Schmill, Stuart",Belvoir Ruderclub Zurich,Zurich,,CH
"Schwerzmann-Althoff, Inge",Belvoir Ruderclub Zurich,Zurich,,CH
"Springman, Sarah",Belvoir Ruderclub Zurich,Zurich,,CH
"Sturla, Shana",Belvoir Ruderclub Zurich,Zurich,,CH
"Tintor, George",Grasshopper Club Zurich,Zurich,Zurich,CH
"Bridgeford, William",Tattersall's Rowing Club,,Queensland,AU
"Camphin, Peter",Tattersall's Rowing Club,,Queensland,AU
"Clarke, Greg",Tattersall's Rowing Club,,Queensland,AU
"Nieman, Kathleen",Tattersall's Rowing Club,,Queensland,AU
"Sparksman, Michael",Tattersall's Rowing Club,,Queensland,AU
"Dirks, Claire",Unaffiliated (can),,,CA
"Doucet, Clive",Unaffiliated (can),,,CA
"Guest, Patrick",Unaffiliated (can),,,CA
"Malowany, Mick",Unaffiliated (can),,,CA
"Weissbock, Joshua",Unaffiliated (can),,,CA
"Broderick, Kate",Unaffiliated (usa),,,US
"Diamond, Elizabeth",Unaffiliated (usa),,,US
"Fisher, Jessica",Unaffiliated (usa),,,US
"Horton, Frederika",Unaffiliated (usa),,,US
"Hughes, Kari Hogan",Unaffiliated (usa),,,US
"Madieros, Wendy",Unaffiliated (usa),,,US
"Mulvey, Brendan",Unaffiliated (usa),,,US
"Dyke, Christopher",Unaffiliated (usa),,,US
"Andrews, Kaila",Unaffiliated (usa),,,US
"Ashton, Katherine",Unaffiliated (usa),,,US
"Ashton, Stephanie",Unaffiliated (usa),,,US
"Baker, Rob",Unaffiliated (usa),,,US
"Beasley, James",Unaffiliated (usa),,,US
"Belk, Samuel",Unaffiliated (usa),,,US
"Bertko, Kathleen",Unaffiliated (usa),,,US
"Bracewell, Joe",Unaffiliated (usa),,,US
"Braun, Bill",Unaffiliated (usa),,,US
"Carey, Lilia",Unaffiliated (usa),,,US
"Carter, Nick",Unaffiliated (usa),,,US
"Cheesebro, Jack",Unaffiliated (usa),,,US
"Clary, Jim",Unaffiliated (usa),,,US
"Coloyan, Beata",Unaffiliated (usa),,,US
"Couwenhoven, Annie",Unaffiliated (usa),,,US
"Dahl, James",Unaffiliated (usa),,,US
"Davison, Ben",Unaffiliated (usa),,,US
"Deja, Margaux",Unaffiliated (usa),,,US
"Dennis, Mary Joan",Unaffiliated (usa),,,US
"Dietz, James",Unaffiliated (usa),,,US
"Dougherty, Mary",Unaffiliated (usa),,,US
"Drozynski, Cassie",Unaffiliated (usa),,,US
"Farrar, Emily",Unaffiliated (usa),,,US
"Fernandez, Julian",Unaffiliated (usa),,,US
"Geyh, Edward",Unaffiliated (usa),,,US
"Golding, Ed",Unaffiliated (usa),,,US
"Gould, Dylan",Unaffiliated (usa),,,US
"Hagelberg, Daniel",Unaffiliated (usa),,,US
"Heacox, Robert",Unaffiliated (usa),,,US
"Holcombe, Arthur",Unaffiliated (usa),,,US
"Hutton, Heidi",Unaffiliated (usa),,,US
"Killen, Sandy",Unaffiliated (usa),,,US
"Klinger, Karen",Unaffiliated (usa),,,US
"Klingsporn, Geoffrey",Unaffiliated (usa),,,US
"Klingsporn, Gregory",Unaffiliated (usa),,,US
